,cited,citing
523,1830029370,2075293457
524,1985937780,2075411516
525,2116575643,2075535704
526,1955749066,2075675683
527,2090386458,2075854959
528,2116575643,2076268740
529,2116294743,2076859930
530,2116575643,2077003527
531,2128911123,2077105303
532,1985937780,2077331420
533,1872415695,2077346641
534,2038566661,2077758615
535,1777158690,2078123394
536,1872415695,2078215034
537,2116575643,2078231603
538,2159625006,2078231603
539,1985937780,2079035708
540,2165208129,2079307987
541,1983857714,2079856011
542,1830029370,2080160261
543,2090386458,2080222100
544,2128911123,2080222100
545,1872415695,2080403193
546,2034273542,2080900085
547,1830029370,2081359365
548,1872415695,2081441000
549,1872415695,2081549429
550,1955749066,2081968913
551,2116294743,2082821728
552,2148704072,2083671524
553,2128911123,2083714175
554,2116575643,2084290456
555,2045148710,2084540239
556,1955749066,2084659458
557,1872415695,2084912185
558,1999636793,2084973384
559,1777158690,2085295044
560,2132760890,2086752025
561,1983857714,2087023459
562,2018743103,2087023459
563,2149267325,2087586326
564,2128911123,2087791114
565,1985937780,2088043338
566,2128911123,2088079527
567,1872415695,2088221087
568,1872415695,2089085915
569,2116575643,2090045169
570,2116575643,2090684761
571,1963496955,2090696674
572,1989390854,2090758008
573,2090386458,2090801588
574,2116575643,2091185807
575,1963496955,2091956410
576,2128911123,2092421354
577,1985937780,2093102495
578,1872415695,2093359132
579,2027948842,2093908040
580,1718505018,2094157378
581,1872415695,2094385331
582,2087518428,2094399895
583,2013615788,2094415970
584,2128911123,2094656162
585,1955749066,2095013862
586,1955749066,2095196272
587,2034273542,2095454618
588,2116294743,2095492412
589,2026053376,2095504333
590,2026053376,2095581242
591,1777158690,2096424005
592,1955749066,2096630656
593,1955749066,2096683574
594,1872415695,2096688550
595,1955749066,2097050247
596,1963496955,2097321884
597,1872415695,2097982144
598,2021540580,2098550280
599,2128911123,2098887711
600,2148704072,2098887711
601,2094243257,2098941376
602,1718505018,2099475104
603,2121255947,2099708642
604,2129214383,2099846738
605,2021540580,2100050950
606,2128911123,2100389218
607,1718505018,2101140105
608,2018743103,2101807851
609,2090386458,2101861742
610,1999636793,2102447898
611,2128911123,2102447898
612,2148704072,2102769722
613,1963496955,2103144377
614,2021540580,2103260053
615,2132760890,2104528043
616,2034273542,2104860623
617,2129214383,2105122109
618,2090386458,2105292964
619,1777158690,2105301595
620,2116575643,2106294226
621,1777158690,2106506038
622,2090386458,2107216006
623,1872415695,2107897634
624,2090386458,2108440411
625,2128911123,2108440411
626,1872415695,2108636972
627,2148704072,2108907884
628,2149267325,2109145036
629,1955749066,2110048868
630,1777158690,2110379300
631,1777158690,2110743054
632,2116575643,2110780204
633,2094243257,2110886033
634,1777158690,2111500892
635,2116575643,2111734850
636,2090386458,2111988305
637,2128911123,2111988305
638,1963496955,2112594479
639,1985937780,2112594479
640,2075285457,2113633663
641,2026053376,2113847349
642,2128911123,2113847349
643,1777158690,2114137122
644,2132760890,2114779871
645,1872415695,2114876512
646,1872415695,2115162808
647,2116575643,2116618054
648,2116575643,2116938101
649,2149267325,2117181095
650,1955749066,2117767329
651,2116575643,2118462117
652,1963496955,211897816
653,1990485931,2119225680
654,1872415695,2119576710
655,1983857714,2119597255
656,1963496955,2119677228
657,2129214383,2119856362
658,2116294743,2120112909
659,1963496955,2120516750
660,1872415695,2120720358
661,2022143738,2120867647
662,2045042964,2121340464
663,2128911123,2121493052
664,1718505018,2121644163
665,1955749066,2121983971
666,1872415695,2122007877
667,1955749066,2122108536
668,2132760890,2122113614
669,1872415695,2122171927
670,2090386458,2122566942
671,2128911123,2122566942
672,1990485931,2122745157
673,1955749066,2122787773
674,1872415695,2122831750
675,2091809154,2122882179
676,2129214383,2122882179
677,2090386458,2123411730
678,2128911123,2123411730
679,2116575643,2124941584
680,2116575643,2125450066
681,2148704072,2125874987
682,1963496955,2126066173
683,2149267325,2126066173
684,1872415695,2126079794
685,1872415695,2126843657
686,1963496955,2127255905
687,2031056087,2127553871
688,2021540580,2127671890
689,1985937780,2127686665
690,1777158690,2127929522
691,2128911123,2128083427
692,1872415695,2128490080
693,2128911123,2128980381
694,2091809154,2129214383
695,1872415695,2129508971
696,2034273542,2130234043
697,1872415695,2130376814
698,2116575643,2130740072
699,2132760890,2130813337
700,1955749066,2131358744
701,1777158690,2131829573
702,1872415695,2132368727
703,2090386458,2132540451
704,1963496955,2132645244
705,2090386458,2132645244
706,2094474816,2132865572
707,2090386458,2133129817
708,1872415695,2134509962
709,2090386458,2134743144
710,2090386458,2134855157
711,2116575643,2135130978
712,1872415695,2135168774
713,2066346768,2135332121
714,2128911123,2135543960
715,1872415695,2136457070
716,1777158690,2136462576
717,1955749066,2136641896
718,2116575643,2137049948
719,1955749066,2137608490
720,2128911123,2137857052
721,1955749066,2138260574
722,1955749066,2138601714
723,2090373730,2138625778
724,2148704072,2139282251
725,2026053376,2139574774
726,2026053376,2139770987
727,2034273542,2139770987
728,2148704072,2140441370
729,2149267325,2140563411
730,1872415695,2140634819
731,2148704072,2140726819
732,2021540580,2140811105
733,2116575643,2142489505
734,2018743103,2143111862
735,2116575643,2143127401
736,1872415695,2143334900
737,2090386458,2143429440
738,1872415695,2143545003
739,2128911123,2144036426
740,2091335227,2144800608
741,1872415695,2144928369
742,1955749066,2145095645
743,2116575643,2145095645
744,1872415695,2145141986
745,2090386458,2145535121
746,2128911123,2145598367
747,2132760890,2145598367
748,2090373730,2146323582
749,2091809154,2146992812
750,2116575643,2147601118
751,2031056087,2147974533
752,2091335227,2148160257
753,1872415695,2148451156
754,1872415695,2148602130
755,2038566661,2149106497
756,2148704072,2150215273
757,1963496955,2150296505
758,2128911123,2151667393
759,1963496955,2151675286
760,2087518428,2151956164
761,1963496955,2152149097
762,1872415695,2152191535
763,2148704072,2152685121
764,2128911123,2152818747
765,2116575643,2153276945
766,1985937780,2153510067
767,1963496955,2153569343
768,2094474816,2153648813
769,1872415695,2153724804
770,1872415695,2153917061
771,1963496955,2155159244
772,1872415695,2155166945
773,2091335227,2155436615
774,2116575643,2155464814
775,2087518428,2156259817
776,2148704072,2157278578
777,1872415695,2157330316
778,1955749066,2157527579
779,2128911123,2157989128
780,1872415695,2158081570
781,2116575643,2159426374
782,2034273542,2159455101
783,2021540580,2159534748
784,2152685121,2159722025
785,2091809154,2160182684
786,1777158690,2160785202
787,2034273542,2161273275
788,1872415695,2161589976
789,2034273542,2161601754
790,1955749066,2162182647
791,1985937780,2162569611
792,2045042964,2162882768
793,2090386458,2163354434
794,2116575643,2163553540
795,2128911123,2163809794
796,2034273542,2163881993
797,2090373730,2164282572
798,1955749066,2164373338
799,2128911123,2164434667
800,2116575643,2164841233
801,2026053376,2165122403
802,2021540580,2165425854
803,1777158690,2165626527
804,2148704072,2166071165
805,1955749066,2166150753
806,2116575643,2166721403
807,1964048550,2167595684
808,2149267325,2167606064
809,1872415695,2167857538
810,1872415695,2168073805
811,1955749066,2168442234
812,2090386458,2168532836
813,2128911123,2168532836
814,2128911123,2168621403
815,1872415695,2168661543
816,2080722315,2169455850
817,2116575643,2169455850
818,2116575643,2170353536
819,2045042964,2170785823
820,2116575643,2171474692
821,1970317281,217286760
822,1964048550,2172956202
823,2094214312,2173749982
824,1872415695,2174256282
825,2090373730,2176028978
826,2115725378,2178471959
827,1999636793,2179102784
828,2128911123,2179102784
829,2116575643,2179909967
830,2015739448,2180348995
831,2116575643,2181239722
832,1985937780,2186030184
833,1872415695,2187121420
834,1999636793,2193275474
835,2059163840,2198847350
836,1955749066,2203169022
837,1963659802,2213032645
838,2116575643,2214088772
839,2116575643,2214679477
840,1970317281,2216507717
841,1872415695,2217144808
842,1970317281,2224193430
843,2059163840,2225280195
844,1872415695,2226524777
845,2021540580,2230025672
846,1999636793,2230582863
847,2116575643,2232035265
848,1970317281,2232112412
849,1872415695,2232401467
850,2031056087,2233512795
851,2090386458,2237652756
852,2128911123,2237944958
853,1999980539,2239278970
854,1872415695,2239978190
855,2015739448,2239978190
856,2090373730,2247959192
857,2038566661,2249348384
858,2149267325,2253910870
859,1718505018,2255012190
860,2059163840,2259214220
861,2059163840,2263510357
862,1999636793,2266286646
863,2116575643,2267098691
864,1970317281,2268716386
865,1964048550,2271548616
866,2116575643,2272176704
867,1872415695,2273395868
868,2055442286,2274133251
869,2018743103,2275920027
870,1963496955,2277173977
871,2018743103,2283043143
872,2128911123,2284411590
873,1955749066,2289522766
874,1955749066,2289827240
875,2115725378,2290008047
876,2018743103,2292563964
877,1955749066,2294000207
878,2128911123,2294219913
879,2148704072,2300777861
880,1999636793,2301740529
881,2116575643,2301869182
882,2128911123,2304182900
883,1872415695,2305793384
884,1872415695,2307773639
885,2018743103,2309393944
886,2116294743,2309562231
887,1970317281,2310116868
888,2116294743,2314434009
889,1955749066,2314746445
890,1872415695,2315413350
891,2013615788,2317638032
892,1985937780,2318541016
893,1872415695,2319658375
894,2018743103,2319658375
895,2090386458,2320828157
896,2258492310,2321535420
897,1872415695,2322490324
898,1963659802,2323259434
899,1970317281,2324604439
900,2217890970,2325034227
901,2034273542,2327412331
902,1872415695,2327609751
903,2128911123,2327609751
904,1983857714,2328128320
905,2116575643,2328128320
906,1963496955,2329190925
907,1955749066,2329838686
908,2021540580,2331197884
909,2132760890,2331655159
910,2116575643,2332083283
911,2128911123,2334553583
912,1985937780,2334579369
913,2116575643,2335063542
914,2021540580,2335142433
915,2021540580,2336438191
916,1777158690,2337026701
917,1970317281,2337286911
918,2075285457,2338902675
919,2116575643,2339500132
920,2021540580,2340364593
921,1872415695,2341076037
922,1955749066,2341497583
923,1872415695,2343918245
924,2015739448,2343918245
925,1872415695,2344469150
926,1872415695,2344895823
927,2037448064,2345534034
928,1872415695,2345803330
929,1872415695,2346340903
930,2015739448,2346340903
931,2045148710,2346399950
932,2079432766,2346601372
933,2079432766,2356497335
934,2149267325,2359893533
935,1872415695,2373082566
936,2128911123,2381429329
937,2128911123,2394169548
938,1872415695,2395793916
939,1872415695,2397239961
940,1955749066,2397239961
941,2116575643,2397575900
942,1963496955,2398137172
943,2334433385,2401115423
944,1955749066,2401660461
945,1718505018,2403677837
946,2115725378,2407193541
947,1872415695,2408347630
948,2115725378,2413059536
949,2015739448,2414371651
950,2059163840,2416329825
951,2116575643,2419024908
952,1999980539,2424964204
953,2037448064,2432670958
954,2021540580,2438205885
955,2036290233,2440081442
956,2059163840,2443552772
957,2032262352,2461023551
958,1999588985,2462109901
959,1955749066,2462268205
960,2080722315,2462562288
961,2015739448,2463876690
962,1963496955,2464953958
963,1955749066,2465930272
964,2059163840,2466874235
965,1872415695,2469190938
966,1872415695,2469319966
967,1985937780,2470152337
968,1872415695,2470213077
969,2018743103,2470213077
970,1955749066,2472773494
971,2217890970,2473644846
972,2015739448,2474466973
973,1872415695,2474535737
974,2090386458,2474581139
975,2015739448,2474944210
976,2079432766,2476106292
977,1999636793,2476481115
978,2090386458,2477970848
979,2059163840,2482764237
980,1994293819,2482924808
981,1718505018,2483791802
982,2094214312,2485071962
983,1872415695,2489943088
984,1999636793,2491732837
985,2132760890,2491732837
986,1955749066,2499023717
987,1872415695,2500177191
988,2132760890,2502564787
989,2116575643,2502652760
990,1777158690,2506011823
991,1872415695,2507186011
992,1970317281,2507601363
993,2079432766,2507922023
994,1970317281,2508810586
995,1963496955,2508992038
996,2116575643,2511969413
997,1970317281,2512925182
998,2079432766,2513297789
999,2059163840,2513801953
1000,2409735172,2514906266
1001,2079432766,2515647668
1002,2128911123,2515889430
1003,1872415695,2516314221
1004,1872415695,2518102792
1005,2015739448,2518102792
1006,1872415695,2518375830
1007,1985937780,2519664942
1008,2018743103,2519905102
1009,1872415695,2520266446
1010,2079432766,2521029362
1011,2013615788,2521587947
1012,2018743103,2524607592
1013,2079432766,2524791359
1014,1872415695,2525656514
1015,2015739448,2526199901
1016,2059163840,2526204580
1017,1999588985,2527292806
1018,2059163840,2528243970
1019,2116575643,2529496873
1020,2285364205,2529632504
1021,1985937780,2529788774
1022,2128911123,2529788774
1023,1989390854,2529997964
1024,2021540580,2530030025
1025,1963496955,2530441036
1026,2080722315,2534832823
1027,2116575643,2536826723
1028,1999636793,2538750786
1029,2346446020,2538750786
1030,1872415695,2539405330
1031,1994293819,2541346375
1032,2018743103,2541346375
1033,2059163840,2541346375
1034,1872415695,2544156681
1035,2090386458,2545892318
1036,2079432766,2545980975
1037,1872415695,2546787913
1038,2116575643,2550163146
1039,1872415695,2550485408
1040,2116575643,2550955952
1041,2148704072,2551413424
1042,1970317281,2554968804
1043,2132760890,2556792323
1044,1955749066,2559043557
1045,2334433385,2559448202
1046,2345948934,2559823418
1047,2128911123,2560495985
1048,2015739448,2560553475
1049,2116575643,2560562343
1050,1999636793,2560757466
1051,2090386458,2563792373
1052,1970317281,2564304791
1053,2080722315,2564790057
1054,2116575643,2564790057
1055,2066346768,2565609836
1056,1955749066,2566358822
1057,1963659802,2566522375
1058,1970317281,2566577737
1059,1985937780,2566676321
1060,2116575643,2566966320
1061,2015739448,2567239919
1062,2116575643,2568584429
1063,1999636793,2570209126
1064,2217890970,2570209126
1065,1963496955,2571909148
1066,2298898979,2579971484
1067,2015739448,2580211354
1068,2116575643,2580578168
1069,1999636793,2581307198
1070,2345948934,2582420686
1071,2285364205,2582579817
1072,1963659802,2584160070
1073,2025194265,2584956115
1074,2059163840,2586221889
1075,1872415695,2586363063
1076,2298898979,2586363063
1077,2038566661,2586895320
1078,2059163840,2587792411
1079,2079432766,2588610933
1080,1970317281,2588677838
1081,2059163840,2588677838
1082,2116294743,2588784989
1083,2128911123,2588796490
1084,2128911123,2589322307
1085,2022648076,2589794072
1086,2093102495,2590135360
1087,2079432766,2591413103
1088,1955749066,2591875482
1089,2080722315,2591962549
1090,2025194265,2591975457
1091,2013615788,2592215893
1092,1990485931,2592580429
1093,2021540580,2593402107
1094,1963659802,2593605597
1095,1999636793,2593672369
1096,2116575643,2593682678
1097,1872415695,2593735958
1098,2116575643,2595801627
1099,1955749066,2598113574
1100,1872415695,2598239076
1101,1999636793,2598239076
1102,2031056087,2598498104
1103,2037448064,2598701227
1104,1999636793,2599441961
1105,1872415695,2601290251
1106,1955749066,2602192588
1107,2090386458,2602380054
1108,2128911123,2602380054
1109,1963496955,2604659432
1110,2524791359,2605124925
1111,1777158690,2605352193
1112,2524791359,2605525438
1113,2079432766,2605781715
1114,2524791359,2605781715
1115,1872415695,2605809407
1116,2015739448,2606121346
1117,1999636793,2606793473
1118,1872415695,260833595
1119,1985937780,2608583468
1120,2018743103,2610269739
1121,2116575643,2610269739
1122,2045148710,2611888334
1123,2298898979,2612689666
1124,2334433385,2613459633
1125,2116575643,2614740326
1126,1985937780,2616168490
1127,2128911123,2616168490
1128,2116575643,2616570628
1129,2045148710,2616720367
1130,2285364205,2619038956
1131,1999636793,2620015753
1132,2036290233,2620285944
1133,2116294743,2620833468
1134,2116575643,2621096546
1135,2128911123,2621787917
1136,1955749066,2622396676
1137,2079432766,2623440748
1138,2018743103,2623451944
1139,2128911123,2625772740
1140,1963496955,2625902611
1141,2079432766,2625902611
1142,2152685121,2625927375
1143,2015739448,2651906205
1144,1963496955,2662704302
1145,2079432766,2677170573
1146,2079432766,2696020416
1147,1970317281,2697804608
1148,1999636793,2707936849
1149,2128911123,2707936849
1150,2152685121,2714335461
1151,2025194265,2725915207
