,cited,citing
2994,2028674563,2086151694
2995,2028674563,2086238241
2996,2070356043,2086848096
2997,2149152528,2087045040
2998,1979731820,2087167728
2999,2047197775,2087368796
3000,2071357361,2087467852
3001,2028674563,2087723475
3002,2102209736,2087844960
3003,1966992217,2087920739
3004,1874161960,2088180356
3005,2085456845,2088194563
3006,2033874204,2089862950
3007,1996327673,2089875671
3008,2103204562,2090104284
3009,2028459728,2090195020
3010,2012693024,2090406645
3011,2102209736,2090801588
3012,2033874204,2091465442
3013,2103204562,2092040044
3014,2033874204,2092142860
3015,2078495840,2092303566
3016,2028674563,2092932618
3017,1983426070,2093104630
3018,2033874204,2093281168
3019,2103204562,2093689166
3020,1970967634,2094143263
3021,2103204562,2094189978
3022,1996327673,2094257914
3023,2070356043,2094299378
3024,2149152528,2094627458
3025,2085472090,2096123611
3026,2033874204,2096200220
3027,2163437137,2096628773
3028,2021329247,2096741094
3029,2033874204,2096787926
3030,2028674563,2096935499
3031,2071357361,2097032730
3032,1979731820,2097271446
3033,1970967634,2097444198
3034,2025012083,2097797528
3035,2017920838,2098315400
3036,2072249696,2098498251
3037,2118101013,2098887711
3038,2102209736,2098906507
3039,2028674563,2099115704
3040,2078495840,2099404933
3041,1983426070,2099748657
3042,1970967634,2099854957
3043,2149152528,2099919069
3044,2135710272,2100133856
3045,1970967634,2100253934
3046,1874161960,2100333579
3047,2012693024,2100514542
3048,2033874204,2101042749
3049,2033874204,2101738675
3050,2072249696,2101959827
3051,2025012083,2103013209
3052,2093484674,2103200667
3053,2166744026,2103200667
3054,2070356043,2103458262
3055,2033874204,2104027569
3056,2033874204,2104087701
3057,1983426070,2104433202
3058,2102209736,2104613635
3059,2021329247,2104671992
3060,2033874204,2104671992
3061,2163437137,2105214078
3062,2033874204,2105806663
3063,2012693024,2105935172
3064,2028674563,2106111339
3065,2028674563,2106472772
3066,2033874204,2106631063
3067,2021329247,2107104676
3068,1970967634,2108261372
3069,2087769692,2109051794
3070,2028674563,2109968067
3071,1967987515,2110959228
3072,2070356043,2111005533
3073,2028674563,2111783790
3074,2070356043,2113800578
3075,2087769692,2113809703
3076,2033874204,2114020686
3077,2070356043,2114137122
3078,1970967634,2114170419
3079,2149152528,2115499792
3080,2025012083,2115605386
3081,1874161960,2116938101
3082,2033874204,2117516338
3083,1979731820,2118215850
3084,2028674563,2118645678
3085,2102209736,2119392031
3086,2166744026,2119747411
3087,2102209736,2120262090
3088,2021329247,2120366029
3089,2021329247,2120471286
3090,2085472090,2120535774
3091,2070356043,2121809179
3092,2078495840,2122963678
3093,2028674563,2123646592
3094,2070356043,2124276108
3095,2087769692,2124293965
3096,2048101832,2124689559
3097,2149152528,2125732218
3098,1967289029,2125982917
3099,1874161960,2126691066
3100,2071357361,2126881829
3101,1983426070,2127261800
3102,2013797107,2127275491
3103,1983426070,2128420094
3104,2021329247,2128557939
3105,2149152528,2128815649
3106,2149152528,2128912419
3107,1964064018,2129360182
3108,2021329247,2130247873
3109,1970967634,2130624058
3110,2078495840,2131154238
3111,2102209736,2131865015
3112,2028674563,2131889330
3113,2102209736,2132271453
3114,2028674563,2132615533
3115,1970967634,2132669622
3116,2028674563,2133028771
3117,1983426070,2133129817
3118,2048101832,2133910986
3119,2033874204,2133928412
3120,2071279817,2134138108
3121,2025012083,2134481428
3122,2103204562,2134509962
3123,2102209736,2134871380
3124,2159479306,2135117585
3125,2087769692,2135197934
3126,2166744026,2135197934
3127,2103204562,2136229154
3128,1810724974,2136411622
3129,2033874204,2136522248
3130,2071357361,2136685179
3131,2033874204,2137970507
3132,2103204562,2138299492
3133,2102209736,2138357076
3134,2103204562,2138780415
3135,2033874204,2138931517
3136,2070356043,2139317409
3137,2028674563,2139574774
3138,2159479306,2139697797
3139,1874161960,2140071589
3140,2033874204,2140283616
3141,1965853450,2140368351
3142,2033874204,2140498114
3143,2072249696,2140737061
3144,1996327673,2140918075
3145,2103204562,2141184897
3146,2033874204,2141312979
3147,2070356043,2141381732
3148,2078495840,2141648015
3149,2028674563,2142104704
3150,2078495840,2142302966
3151,1989918167,2142352902
3152,2048101832,2142442281
3153,2088166390,2142623444
3154,2102209736,2142661691
3155,2166744026,2142947107
3156,2017920838,2144113100
3157,1966992217,2144599295
3158,2103204562,2144599295
3159,2078495840,2145994115
3160,1965853450,2146567529
3161,2019781263,2146695321
3162,2028674563,2147002372
3163,2070356043,2147002372
3164,2033874204,2147024060
3165,2159558929,2147790347
3166,1968126438,2147974533
3167,2025012083,2148602130
3168,2102209736,2148905870
3169,1996327673,2149201466
3170,2072249696,2150079148
3171,2028674563,2151667393
3172,2025012083,2151675286
3173,2149152528,2151922493
3174,2070356043,2152050378
3175,1983426070,2152417186
3176,2135710272,2152794177
3177,2070356043,2152900753
3178,2103204562,2153441878
3179,2048101832,2154243653
3180,2103204562,2154261327
3181,2085472090,2154356129
3182,1970967634,2154412751
3183,2102209736,2154842660
3184,2025012083,2155176635
3185,2012693024,2155406343
3186,1970967634,2155436615
3187,2103204562,2155436615
3188,1874161960,2156259817
3189,2102209736,2156432498
3190,2033874204,2156577392
3191,2021329247,2157674944
3192,2102209736,2157989128
3193,2028674563,2158509524
3194,2102209736,2158641506
3195,2033874204,2159599093
3196,2149152528,2159865648
3197,2028459728,2160354007
3198,2028674563,2161666598
3199,2033874204,2161755418
3200,2103204562,2162889562
3201,2070356043,2163252098
3202,2067237133,2164146029
3203,1965853450,2164526372
3204,2012693024,2164908131
3205,2012693024,2164975978
3206,2028459728,2164984983
3207,2028459728,2165626527
3208,2103204562,2165626527
3209,1983426070,2165772446
3210,2103204562,2165872223
3211,2078495840,2165970538
3212,2159558929,2166055197
3213,1996327673,2166340621
3214,1966992217,2166721403
3215,1810724974,2167618584
3216,2149152528,2167693484
3217,2028459728,2167857538
3218,2103204562,2167857538
3219,2166744026,2168350604
3220,2028674563,2168777956
3221,2048101832,2168777956
3222,1965853450,2168954448
3223,1970967634,2168954448
3224,2025012083,2169216647
3225,1970967634,2169855957
3226,1989918167,2170146873
3227,2075387899,2170146873
3228,2163437137,2170254127
3229,2025012083,2170399770
3230,2028459728,2170498854
3231,2033874204,2170575259
3232,2102209736,2170733234
3233,2033874204,2171641508
3234,2070356043,2171882928
3235,2102209736,2172025811
3236,1555418223,2172606907
3237,1967987515,2173394267
3238,1874161960,2173749982
3239,2028674563,2173822147
3240,2166744026,2174256282
3241,2025012083,2179081095
3242,1970967634,2180348995
3243,2072249696,2180348995
3244,2102209736,2183499597
3245,1970967634,2190621803
3246,2111947488,2190621803
3247,2063257530,2194263740
3248,1996327673,2202424029
3249,2013797107,2206072844
3250,2025012083,2208470681
3251,2013797107,2212850556
3252,1996327673,2213286173
3253,2033874204,2216219555
3254,2093484674,2219916390
3255,2103204562,2221035281
3256,1964064018,2222904655
3257,2070356043,2223199854
3258,2070356043,2227822771
3259,2019781263,2229967848
3260,2102209736,2230025672
3261,2166744026,2232401467
3262,1996327673,2234495166
3263,2127199286,2234727735
3264,2071357361,2238751043
3265,2033774002,2254289724
3266,2012693024,2255407583
3267,2103204562,2257609816
3268,2102209736,2264604578
3269,2070356043,2273201832
3270,1966992217,2274265402
3271,2103204562,2276998959
3272,2103204562,2280867789
3273,1965853450,2282943484
3274,2084275613,228784352
3275,1996327673,2287881328
3276,2025012083,2287881328
3277,2021329247,2288090628
3278,2089713040,2289449021
3279,2063257530,2290197050
3280,2082208763,2290209271
3281,1970967634,2296246658
3282,2085456845,2296700092
3283,2399702384,2298898979
3284,2013797107,2300787068
3285,2087769692,2301841177
3286,2140563411,2301957324
3287,1964064018,2301958233
3288,2033874204,2304182900
3289,2135710272,2309483500
3290,2149152528,2309574731
3291,1555418223,2312935274
3292,2149152528,2313393781
3293,1965853450,2320828157
3294,2149152528,2324885461
3295,2087769692,2327609751
3296,2149152528,2327771024
3297,2078495840,2328128320
3298,2070356043,2332284283
3299,2033874204,2335419879
3300,1996327673,2336031696
3301,2135710272,2337420687
3302,2033874204,2338265275
3303,2149152528,2339042576
3304,2093484674,2341841017
3305,2103204562,2343118496
3306,2135710272,2343412908
3307,2087769692,2344515920
3308,1983426070,2346607019
3309,1966992217,2346641054
3310,2082208763,2346641054
3311,2078495840,2346828853
3312,2102209736,2356497335
3313,2033874204,2356661556
3314,2085456845,2358301874
3315,1979731820,23681630
3316,1970967634,2373082566
3317,2070356043,2380447005
3318,2118101013,2386054136
3319,2166744026,2398735635
3320,1989918167,2403677837
3321,2028674563,2406195986
3322,2135710272,2408136180
3323,2093484674,2410231364
3324,2111947488,2413045547
3325,1965853450,2418363117
3326,2085456845,2433865742
3327,2102209736,2438205885
3328,2033774002,2461662863
3329,2033774002,2462951379
3330,2028459728,2464579790
3331,2070356043,2464829745
3332,1909116158,2465080801
3333,2166744026,2466226055
3334,2087769692,2469588990
3335,1996327673,2472073351
3336,1555418223,2472926939
3337,1970967634,2473162436
3338,2033874204,2473230922
3339,2070356043,2473644846
3340,2093908040,2474345905
3341,2028674563,2476341775
3342,2084275613,2488987723
3343,1970967634,2492167561
3344,2102209736,2492167561
3345,2102209736,2499841429
3346,1996327673,2502858240
3347,1996327673,2507777006
3348,2149152528,2510576893
3349,2087769692,2511055862
3350,2071357361,2514565434
3351,1555418223,2518049837
3352,2025012083,2519343486
3353,2085456845,2519928735
3354,2103204562,2520172304
3355,2149152528,2520894775
3356,1970967634,2521261241
3357,2149152528,2522626549
3358,2166744026,2523773382
3359,2103204562,2524377659
3360,2149152528,2524808570
3361,2118101013,2525784261
3362,1983426070,2526907674
3363,1909116158,2528243970
3364,1970967634,2529934484
3365,2135710272,2530176652
3366,2140563411,2530441036
3367,2047013229,2530875690
3368,1964064018,2531426067
3369,1555418223,2531761030
3370,2166744026,2534405807
3371,2166744026,2534725783
3372,2149152528,2535018697
3373,2135710272,2537277972
3374,2021329247,2541151991
3375,2093908040,2546642929
3376,1970967634,2550943191
3377,2103204562,2551755222
3378,2111947488,2551899782
3379,2033874204,2552100914
3380,1555418223,2552104330
3381,1980459956,2554252311
3382,2025012083,2554457944
3383,2028459728,2555546862
3384,2103204562,2555546862
3385,2102209736,2556024491
3386,1996327673,2557474001
3387,2047013229,2557540541
3388,2102209736,2557772318
3389,913973706,2559351005
3390,1965853450,2562431705
3391,2111947488,2564063843
3392,2070356043,2567790242
3393,2087769692,2568584429
3394,2071357361,2575179571
3395,1967987515,2577810080
3396,2063257530,2580211354
3397,2149152528,2580981876
3398,2086011488,2581368930
3399,2028459728,2583784676
3400,2070356043,2584160070
3401,1909116158,2584697406
3402,2414302102,2584697406
3403,2086011488,2586221889
3404,1966735381,2586363063
3405,2199026323,2586363063
3406,2103204562,2586767675
3407,1967987515,2587151223
3408,2070356043,2587626792
3409,1555418223,2588888210
3410,2149152528,2589578464
3411,2135710272,2589794072
3412,2149152528,2590145195
3413,2159479306,2591328731
3414,2048101832,2591875482
3415,2025012083,2591930973
3416,2025012083,2591975457
3417,1970967634,2592210624
3418,2135710272,2593569939
3419,2103204562,2594984460
3420,2019781263,2595052243
3421,2102209736,2596739296
3422,2063257530,2597559413
3423,2102209736,2600205696
3424,2028674563,2600942248
3425,2033874204,2604286805
3426,1966992217,2606824948
3427,2199026323,2607954668
3428,2414302102,2608111154
3429,2102209736,2608414568
3430,2033874204,2609596385
3431,2070356043,2609650890
3432,2140563411,2609650890
3433,2088166390,2609833293
3434,1970967634,2610521196
3435,2337420687,2611092240
3436,2078495840,2611941452
3437,2102209736,2613126601
3438,2063257530,2614648899
3439,2166744026,2614718782
3440,2102209736,2616417587
3441,2033874204,2616571842
3442,2166744026,2619210792
3443,2127199286,2620033716
3444,2070356043,2620402730
3445,1555418223,2621842652
3446,2166744026,2622099199
3447,2033874204,2623111333
3448,1996327673,2624307037
3449,2093484674,2624878181
3450,2584725018,2625238581
3451,1555418223,2625305343
3452,2041059758,2626469714
3453,2135710272,265579501
3454,1996327673,2697804608
3455,2162725344,2707450694
3456,2103204562,2710094333
3457,1968126438,2710334976
3458,1996327673,2724711068
3459,2012693024,2726183150
3460,2091671952,2726273775
3461,2410587892,2726481478
3462,1996327673,2732289013
3463,2078495840,2732289013
3464,2118101013,2732289013
3465,2140563411,2732546725
3466,1996327673,2735404565
3467,2102209736,2736083952
3468,2021329247,2740346639
3469,2078495840,2741552564
3470,1996327673,2742234775
3471,2073745710,2743038342
3472,1874161960,2743244123
3473,2199026323,2743346224
3474,2102209736,2744814181
3475,1996327673,2745481638
3476,2102209736,2745760135
3477,2093484674,2746924568
3478,2127199286,2747484939
3479,2033874204,2748339411
3480,1970967634,2749579660
3481,2033874204,2749876309
3482,2103204562,2751313614
3483,1970967634,2752061951
3484,2102209736,2752181393
3485,1996327673,2752711309
3486,1874161960,2752879096
3487,2028674563,2753809324
3488,2103204562,2754383729
3489,2070356043,2755190854
3490,2047013229,2755257234
3491,2033774002,2755993622
3492,2149152528,2756278060
3493,2070356043,2756308709
3494,2085456845,2756789766
3495,1970967634,2756856943
3496,2033774002,2758042890
3497,2166744026,2758769676
3498,2070356043,2758871915
3499,2102209736,2762219814
3500,2047013229,2762390060
3501,1966992217,2762507278
3502,2102209736,2762750803
3503,2091671952,2762826959
3504,2103204562,2764231493
3505,2102209736,2765658614
3506,2102209736,2765886626
3507,1996327673,2766094350
3508,2473273638,2766234057
3509,2102209736,2766238240
3510,2102209736,2766409903
3511,2399702384,2766409903
3512,1970967634,2766733749
3513,2072249696,2766857549
3514,2093908040,2767697923
3515,2337420687,2768091975
3516,1555418223,2768318902
3517,1970967634,2768631789
3518,2089713040,2769230674
3519,2154359058,2770870085
3520,2337420687,2771399206
3521,2025012083,2772402249
3522,2135710272,2772402249
3523,2028674563,2772855080
3524,2048101832,2772855080
3525,1970967634,2773029889
3526,2028674563,2775623957
3527,2102209736,2775623957
3528,1555418223,2778734982
3529,2047013229,2781520866
3530,2013797107,2782045806
3531,1965853450,2782426715
3532,2103204562,2782451837
3533,1966992217,2782811256
3534,2149152528,2782958045
3535,2102209736,2783607421
3536,2093484674,2786278274
3537,2584725018,2786666488
3538,2135710272,2786712278
3539,1874161960,2788843768
3540,1967987515,2789627300
3541,1909116158,2790190554
3542,2166744026,2790258777
3543,1555418223,2790388424
3544,2597349807,2790704403
3545,2027023067,2790805334
3546,2801992562,2792414802
3547,2337420687,2792885618
3548,2070356043,2793000158
3549,2102209736,2793175961
3550,2070356043,2793772122
3551,2465026392,2793944726
3552,2473273638,2794162336
3553,2102209736,2794787021
3554,2102209736,2795291847
3555,2085456845,2795424243
3556,1996327673,2795534962
3557,1966992217,2795779902
3558,2093484674,2796012379
3559,2127199286,2796592872
3560,2093484674,2797130076
3561,2149152528,2797487037
3562,2093484674,2797493294
3563,2337420687,2797575854
3564,1970967634,2797641042
3565,2605760201,2799764748
3566,2086011488,2800193593
3567,2093484674,2800453889
3568,2102209736,2801184284
3569,1970967634,2802696618
3570,2414302102,2802940462
3571,2103204562,2803120221
3572,2465026392,2803387181
3573,2102209736,2803604931
3574,2523130204,2804082503
3575,2149152528,2804640380
3576,2021329247,2805024567
3577,2597349807,2805441999
3578,2337420687,2806348438
3579,2033874204,2806963674
3580,2033874204,2807416815
3581,1555418223,2808191926
3582,2070356043,2808251879
3583,2089713040,2809149156
3584,2070356043,2809822786
3585,2063257530,2809958714
3586,1979731820,2810539838
3587,1980459956,2810555086
3588,2063257530,2810555086
3589,2028459728,2810721259
3590,2102209736,2842887116
3591,2135710272,2845011552
3592,2028674563,287035184
3593,2070356043,2875957400
3594,1909116158,2883245807
3595,2102209736,2883282785
3596,2135710272,2884207265
3597,2025012083,2884550210
3598,1967987515,2884570838
3599,2337420687,2884570838
3600,2465026392,2884570838
3601,2548591720,2884813054
3602,2028674563,2884885804
3603,2337420687,2885178228
3604,2199026323,2885283408
3605,2019781263,2885508969
3606,2597349807,2887112427
3607,2102209736,2887755721
3608,2773098369,2888349450
3609,2087769692,2888503908
3610,1996327673,2888523599
3611,2093484674,2888890936
3612,1555418223,2889255924
3613,2071357361,2889454451
3614,2071357361,2889544917
3615,2102209736,2891450426
3616,2013797107,2892058142
3617,2768359102,2892231613
3618,2093484674,2895274209
3619,2102209736,2895387395
3620,2414302102,2895387395
3621,1909116158,2896555950
3622,1970967634,2897185379
3623,2103204562,2897845739
3624,2028674563,2897902551
3625,1983426070,2898193226
3626,2473273638,2898317545
3627,2414302102,2898638608
3628,2070356043,2898949811
3629,2085456845,2899216493
3630,2605760201,2899565574
3631,1970967634,2899858819
3632,2465026392,2899971037
3633,2070356043,2900202035
3634,2093484674,2901292725
3635,2149152528,2901599503
3636,2070356043,2902064381
3637,2027023067,2902158380
3638,1909116158,2902241184
3639,2085456845,2902582846
3640,2149152528,2902683445
3641,2103204562,2902784798
3642,1874161960,2903454941
3643,2414302102,2903454941
3644,2085456845,2904335269
3645,2070356043,2905496568
3646,2033774002,2906394907
3647,2473273638,2907645646
3648,2047013229,2907887045
3649,2135710272,2909175156
3650,2789395701,2910878685
3651,1966735381,2911142962
3652,2102209736,363554780
3653,1979731820,379106916
3654,2071279817,390418295
3655,2087769692,393204645
3656,1810724974,566254505
3657,2027023067,566254505
3658,2013797107,588385165
3659,2093484674,594850449
3660,2085456845,645838090
3661,1970967634,72580815
3662,2085456845,767067438
3663,1996327673,804582880
3664,2149152528,830261496
3665,2140563411,881099562
3666,2103204562,890714660
3667,1968878949,1043101226
3668,2127876529,1125231121
3669,2059714295,1149741532
3670,1966024011,1162230171
3671,2079908882,1203480594
3672,2018027932,1210913068
3673,2016366479,1212786277
3674,2144111946,1265874407
3675,2018027932,130965780
3676,1868729398,1479723917
3677,1968878949,1481793956
3678,2159464914,1482688257
3679,2144111946,1484737655
3680,2159464914,1486016201
3681,1993074538,1487028252
3682,1868729398,1487472132
3683,2032841931,1488569243
3684,2053410204,1493763341
3685,2140190064,1496250830
3686,2098065810,1498200204
3687,2027975768,1508064540
3688,2018027932,1508576052
3689,1991390680,1512289251
3690,1980494377,1516068682
3691,2098065810,1516068682
3692,2127876529,1516312676
3693,2105806663,1517347778
3694,2105806663,1523324408
3695,1992582421,1526371134
3696,2018027932,1532728967
3697,2053410204,1538681728
3698,2021944660,1541089782
3699,1987354529,1546699666
3700,2140190064,1546699666
3701,2087658093,1547487846
3702,2027975768,1559646899
3703,2079908882,1559754294
3704,1967874852,1561645160
3705,2053410204,1561645160
3706,1579259830,1562016567
3707,2092580679,1562168738
3708,2105806663,1562168738
3709,1967874852,1563651435
3710,2065876122,1564336032
3711,1999315775,1570562373
3712,2059980280,1573862001
3713,2018027932,1582833197
3714,2105806663,1583476497
3715,2079908882,1584226879
3716,2053410204,1584745783
3717,2107611582,1584745783
3718,2018027932,1591244197
3719,2053410204,1591298449
3720,2053410204,1594669325
3721,1825927455,1601120096
3722,1995190007,1601506792
3723,2018027932,1603550087
3724,2065876122,1607218306
3725,1825927455,1609667153
3726,2016366479,1616092140
3727,2102752695,1620198058
3728,1999315775,1631579042
3729,1967874852,1637682033
3730,2105806663,1645542567
3731,1579259830,1646685143
3732,2105806663,1659151118
3733,2105806663,1668671407
3734,2105806663,1675867720
3735,2027975768,1687840423
3736,1966024011,1690079869
3737,2065903795,1699644562
3738,1991332210,1708085422
3739,1966024011,1719982991
3740,2046239810,1724362169
3741,2159464914,1725282285
3742,2059980280,1743190515
3743,2065876122,1743190515
3744,2005200546,1747769665
3745,1992657871,1765939955
3746,2105806663,1767922634
3747,2005200546,1769724377
3748,2107611582,1769724377
3749,2098065810,1772386586
3750,2105806663,1779423351
3751,1967874852,1783423181
3752,2038901252,1789375166
3753,2098065810,1790144843
3754,1993074538,1792773842
3755,2105806663,1795012443
3756,2107611582,1796917076
3757,2140190064,1802848073
3758,1966024011,1806253527
3759,2159464914,1806648786
3760,2005200546,1806724978
3761,2005200546,1814049786
3762,2027975768,1825927455
3763,1967874852,1827363001
3764,2140190064,1839012099
3765,1999315775,1845434773
3766,2105806663,1847453300
3767,1968878949,1855733026
3768,2118472569,1861673140
3769,2083470911,1865540998
3770,1980494377,1868165805
3771,1999315775,1870228376
3772,2038901252,1871826293
3773,2127876529,1874667251
3774,1968878949,1887814245
3775,2050931204,1888811121
3776,2159464914,1895598513
3777,1825927455,1897562562
3778,2053410204,1907555761
3779,2038901252,1909253388
3780,2086529647,1910490633
3781,1991390680,1910752672
3782,2159464914,1919453284
3783,2059980280,1920704504
3784,2053410204,1924530614
3785,2144111946,1927809472
3786,2005200546,1931712196
3787,1966024011,1934095247
3788,2005200546,1934095247
3789,2026137013,1938573398
3790,2065903795,1941513589
3791,2061578989,1945503174
3792,2083470911,1950856830
3793,2082274191,1955246003
3794,2086783971,1962863291
3795,2018027932,1963613126
3796,2021944660,1964048550
3797,2032841931,1964766412
3798,2098799618,1965159283
3799,2018027932,1965179799
3800,2127876529,1965210325
3801,1848372767,1965713781
3802,2053410204,1965969248
3803,1967874852,1965969320
3804,2053410204,1965969320
3805,2018027932,1966232967
3806,2032841931,1966834118
3807,2053410204,1966992217
3808,1967874852,1967019112
3809,2018027932,1967054253
3810,1993074538,1967091594
3811,2168898807,1967399157
3812,2053410204,1967929679
3813,2050931204,1967948291
3814,1991332210,1968468426
3815,1992657871,1968707237
3816,2053410204,1968745700
3817,2032841931,1968746607
3818,2127876529,1969147429
3819,2140190064,1969375863
3820,2027975768,1969539550
3821,1971660373,1969714859
3822,1967874852,1969795076
3823,2159464914,1969795076
3824,2144111946,1969870139
3825,2018027932,1970045098
3826,2105806663,1970045098
3827,1991332210,1970053195
3828,1825927455,1970317281
3829,2087658093,1970652161
3830,1967874852,1971427577
3831,1967874852,1971555783
3832,2053410204,1971724300
3833,2065903795,1971791836
3834,2107611582,1972591542
3835,2018027932,1972735470
3836,2053410204,1972922076
3837,2127876529,1972999951
3838,1992657871,1973063963
3839,2118472569,1973254593
3840,2159464914,1973567478
3841,1968878949,1973605820
3842,1967874852,1973606456
3843,2032841931,1973706279
3844,2144111946,1973706279
3845,2127876529,1973769038
3846,1969739632,1973775671
3847,2083470911,1973828007
3848,2005200546,1973941231
3849,2155520845,1974152643
3850,2105806663,1974170435
3851,2005200546,1974552298
3852,2048113411,1974951706
3853,2018027932,1975130247
3854,2032841931,1975306598
3855,1967874852,1975395121
3856,2018027932,1975475878
3857,1992657871,1975616173
3858,2102752695,1975746133
3859,1987354529,1975747416
3860,2027975768,1975824864
3861,1980494377,1976022226
3862,2159464914,1976237630
3863,2084972127,1976438597
3864,1969739632,1977131528
3865,2018027932,1977551338
3866,2127876529,1977563255
3867,2107611582,1977666743
3868,1999315775,1977862340
3869,2159464914,1977949455
3870,2105806663,1977956456
3871,2098799618,1977999821
3872,2098799618,1978014009
3873,2018027932,1978328648
3874,2105806663,1978386270
3875,1967874852,1978398519
3876,1993074538,1978722848
3877,2098065810,1978724462
3878,1999315775,1979012863
3879,2005200546,1979413329
3880,2098799618,1979945185
3881,2087658093,1980229662
3882,1966024011,1980233487
3883,1999315775,1980245224
3884,2053132910,1980533202
3885,2018027932,1980605026
3886,2098799618,1980686187
3887,2050931204,1980807233
3888,2159464914,1981123035
3889,1991390680,1981593457
3890,2053410204,1981634915
3891,2001871039,1981663026
3892,2026137013,1981971048
3893,2104971120,1982079951
3894,2053410204,1982368289
3895,2098065810,1982564000
3896,2159464914,1982564000
3897,2032841931,1983082391
3898,2005200546,1983955694
3899,1967874852,1984059183
3900,1991332210,1984079818
3901,2053410204,1984084987
3902,2168898807,1984523261
3903,2026137013,1984533147
3904,2159464914,1984567472
3905,1966024011,1984689597
3906,1967874852,1984802802
3907,2087658093,1985249257
3908,1999315775,1985785811
3909,2118472569,1985849506
3910,2127876529,1985907945
3911,1969739632,1986219263
3912,2118472569,1986219263
3913,1868729398,1986288914
3914,1968878949,1986469457
3915,2140190064,1986658444
3916,2083470911,1986770435
3917,2104971120,1987085847
3918,2084972127,1987191136
3919,2098799618,1987315790
3920,2092580679,1987354529
3921,2026137013,1987588129
3922,2098799618,1987868389
3923,2053410204,1988296489
3924,2084972127,1988417810
3925,2107941913,1988507384
3926,2144111946,1989240983
3927,2105806663,1989447690
3928,2105806663,1989783390
3929,2159464914,1990449309
3930,1999315775,1990576968
3931,2053410204,1990611836
3932,1785079950,1990619937
3933,2027975768,1990994182
3934,2107611582,1991119149
3935,2127876529,1991558333
3936,2032841931,1991568859
3937,1967874852,1991788002
3938,2053410204,1992088983
3939,2082274191,1992669535
3940,1999315775,1993384135
3941,2083470911,1993663340
3942,2018027932,1993750350
3943,2027975768,1993796245
3944,2082274191,1993945630
3945,2098799618,1994085821
3946,1991390680,1995677653
3947,2082274191,1996702126
3948,2053410204,1996703804
3949,2159464914,1996781451
3950,2018027932,1997043923
3951,2053410204,1997076430
3952,1992657871,1997406512
3953,2059980280,1997514438
3954,2098065810,1997542171
3955,2084984324,1997662477
3956,1991332210,1997699467
3957,2082274191,1997699467
3958,2105806663,1997736672
3959,2092580679,1997747581
3960,2105806663,1997747581
3961,2018027932,1997854141
3962,1968878949,1998507564
3963,2001550082,1998731114
3964,2105806663,1999136415
3965,2098799618,1999475216
3966,2151213494,1999794259
3967,2104971120,2000110819
3968,1785079950,2000749525
3969,2098799618,2001414813
3970,2104971120,2001696482
3971,1991332210,2001749991
3972,2018027932,2001853959
3973,2105806663,2001871039
3974,2018027932,2001912533
3975,2102752695,2002344056
3976,2159464914,2002416399
3977,1969739632,2002548195
3978,2118472569,2002548195
3979,2053410204,2002836992
3980,1980494377,2003033347
3981,1868729398,2003058022
3982,2127876529,2003058022
3983,1967874852,2003094673
3984,2027975768,2003376647
3985,2105806663,2003904783
3986,2065876122,2003951431
3987,2018027932,2004094797
3988,2001871039,2004834374
3989,2105806663,2004834374
3990,2084972127,2004957778
3991,2083470911,2005260410
3992,1868729398,2005637069
3993,2105806663,2006605121
3994,1967874852,2006895814
3995,2082274191,2007059822
3996,1992657871,2007203190
3997,2098799618,2007293128
3998,2092580679,2007591921
3999,2105806663,2007591921
4000,2159464914,2007596936
4001,2168898807,2007717461
4002,2105806663,2008031367
4003,2102752695,2008862103
4004,2159464914,2008862103
4005,2098065810,2008978184
4006,2144111946,2009439092
4007,1979564719,2009557114
4008,2168898807,2009578230
4009,2059980280,2009712335
4010,2053410204,2010385520
4011,2104971120,2011389824
4012,2159464914,2011891492
4013,2159464914,2011981013
4014,2105806663,2012475853
4015,2118472569,2012530364
4016,1969739632,2012598154
4017,1992657871,2012806332
4018,2159464914,2012842540
4019,2159464914,2013116046
4020,2092580679,2013296116
4021,2053410204,2013452719
4022,2107941913,2013452719
4023,1967874852,2013736212
4024,2053410204,2013746882
4025,2026137013,2014890944
4026,2013701667,2014903504
4027,1992657871,2014953105
4028,2005200546,2015263796
4029,2053410204,2015335636
4030,2065903795,2015335636
4031,1992657871,2015341148
4032,2082274191,2015341148
4033,2159464914,2015675477
4034,2105806663,2015995283
4035,1968878949,2016054179
4036,1992657871,2016252343
4037,1999315775,2016553928
4038,2127876529,2016734145
4039,2083470911,2017106268
4040,2105806663,2017231998
4041,1967874852,2017329994
4042,2082274191,2017562693
4043,2065903795,2017640417
4044,2005200546,2017765427
4045,2005200546,2018257987
4046,2092580679,2018257987
4047,2105806663,2018257987
4048,1967874852,2018678104
4049,2098799618,2019234570
4050,2027975768,2019443264
4051,1971660373,2019640287
4052,1825927455,2019753053
4053,2082274191,2019781263
4054,2144111946,2019781263
4055,2038901252,2019961499
4056,2098799618,2020258608
4057,1999315775,2020923252
4058,2079908882,2021631543
4059,2083470911,2021646613
4060,2127876529,2021817251
4061,2159464914,2022143738
4062,2026137013,2022418213
4063,2053410204,2022588502
4064,2098065810,2023227964
4065,2018027932,2023497249
4066,2083470911,2023793840
4067,2159464914,2023963082
4068,1825927455,2024002779
4069,2018027932,2024296872
4070,2144111946,2024296872
4071,1825927455,2024759832
